State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),U (ppb),Total Hardness,Total_Anions,Alkalinity,EC_Cl_Ratio,WQI,WQI_Level
Gujarat,Bhavnagar,Jalia,71.611,21.7999,2023,7.77,3503.0,0.0,329.0,873.0,0.64,219.0,31.0,308.0,136.0,209.0,4.0,8.225245609436437,1330.0,1452.0,329.0,4.008009153318078,82.61383651301881,Very Poor
Gujarat,Bhavnagar,Timbi2,71.2021,20.8972,2023,7.97,980.0,0.0,220.0,185.0,0.36,64.0,20.0,72.0,34.0,88.0,2.0,8.225245609436437,320.0,489.0,220.0,5.268817204301075,42.94410844829672,Good
Gujarat,Bhavnagar,Umrala,71.8026,21.846,2023,7.43,1570.0,0.0,659.0,170.0,1.88,51.0,39.0,8.0,19.0,334.0,24.0,8.225245609436437,100.0,919.0,659.0,9.181286549707602,164.37599945378167,Unsafe
Gujarat,Bhavnagar,Ayodhyapuram(Narayan Dham),71.8845,21.9522,2023,8.66,3769.0,192.0,1061.0,483.0,3.8,107.0,20.0,36.0,19.0,828.0,8.0,8.225245609436437,170.0,1863.0,1253.0,7.787190082644628,333.5602330291999,Unsafe
Gujarat,Bhavnagar,Lonjdhara,71.8932,22.0964,2023,8.17,1689.0,0.0,525.0,298.0,1.72,33.0,29.0,44.0,46.0,274.0,1.0,8.225245609436437,300.0,885.0,525.0,5.648829431438127,158.74523394555308,Unsafe
Gujarat,Bhavnagar,Vallbhipur,71.8784,21.9004,2023,8.27,3775.0,0.0,1427.0,476.0,0.83,173.0,20.0,28.0,34.0,821.0,4.0,8.225245609436437,210.0,2096.0,1427.0,7.914046121593292,88.305088514921,Very Poor
Gujarat,Botad,Barvala,71.8942,22.1624,2023,8.55,5489.0,204.0,1147.0,561.0,5.9,816.0,18.0,28.0,36.0,1231.0,0.0,8.225245609436437,220.0,2746.0,1351.0,9.766903914590747,510.6419571146735,Unsafe
Gujarat,Botad,Senthali,71.7267,22.1683,2023,8.31,1639.0,96.0,464.0,192.0,0.75,52.0,22.0,44.0,51.0,251.0,3.0,8.225245609436437,320.0,826.0,560.0,8.492227979274611,79.57711986018727,Very Poor
Gujarat,Botad,Tardhera,71.6042,22.2292,2023,8.13,796.0,0.0,378.0,50.0,0.3,29.0,22.0,48.0,34.0,73.0,2.0,8.225245609436437,260.0,479.0,378.0,15.607843137254902,38.620443419087216,Good
Gujarat,Botad,Dhasa,71.5106,21.8031,2023,7.94,1625.0,0.0,476.0,256.0,0.58,94.0,19.0,64.0,49.0,225.0,1.0,8.225245609436437,360.0,845.0,476.0,6.3229571984435795,63.37143487723863,Poor
Gujarat,Botad,Ningala,71.7023,22.0191,2023,8.15,1401.0,0.0,268.0,320.0,0.31,52.0,15.0,68.0,24.0,209.0,2.0,8.225245609436437,270.0,655.0,268.0,4.364485981308412,39.343826654736105,Good
Gujarat,Botad,Rajpipla,71.6331,21.8628,2023,8.25,1004.0,0.0,268.0,178.0,0.55,52.0,6.0,36.0,22.0,156.0,2.0,8.225245609436437,180.0,504.0,268.0,5.608938547486034,58.15172939193682,Poor
Gujarat,Botad,Kundali,71.7,22.2694,2023,8.01,1430.0,0.0,378.0,256.0,0.41,72.0,28.0,88.0,41.0,168.0,3.0,8.225245609436437,390.0,734.0,378.0,5.56420233463035,49.421944800804006,Good
Gujarat,Botad,Rajpada,71.6945,22.3084,2023,8.0,1550.0,0.0,342.0,284.0,0.37,108.0,29.0,108.0,90.0,84.0,1.0,8.225245609436437,640.0,763.0,342.0,5.43859649122807,51.301271634618274,Poor
Gujarat,Chhota Udepur,Govindpura,73.74,22.2155,2023,8.35,4150.0,84.0,683.0,966.0,3.02,142.0,2.0,100.0,97.0,692.0,3.0,8.225245609436437,650.0,1877.0,767.0,4.291623578076526,275.3449552663953,Unsafe
Gujarat,Chhota Udepur,Asala,73.9208,22.3696,2023,8.13,1246.0,0.0,403.0,114.0,1.0,85.0,86.0,192.0,2.0,67.0,2.0,8.225245609436437,490.0,688.0,403.0,10.834782608695653,98.99790143154723,Very Poor
Gujarat,Chhota Udepur,Chhota Udepur,74.0117,22.3059,2023,8.3,1279.0,96.0,293.0,156.0,1.02,32.0,26.0,136.0,34.0,81.0,6.0,8.225245609436437,480.0,603.0,389.0,8.146496815286625,101.1531120669932,Unsafe
Gujarat,Chhota Udepur,Ferkuva,74.2143,22.3639,2023,8.27,883.0,0.0,366.0,85.0,0.6,42.0,3.0,104.0,34.0,28.0,4.0,8.225245609436437,400.0,496.0,366.0,10.267441860465116,64.58761018697197,Poor
Gujarat,Chhota Udepur,Ghamodi,74.0734,22.3691,2023,8.05,563.0,0.0,256.0,43.0,1.19,20.0,3.0,48.0,15.0,50.0,1.0,8.225245609436437,180.0,322.0,256.0,12.795454545454545,108.4194184212134,Unsafe
Gujarat,Chhota Udepur,Bhindol,73.8971,22.2011,2023,8.56,1666.0,120.0,659.0,78.0,1.81,26.0,4.0,40.0,58.0,242.0,1.0,8.225245609436437,340.0,887.0,779.0,21.088607594936708,168.69362176296758,Unsafe
Gujarat,Chhota Udepur,Moti Chikhali,74.0806,22.0152,2023,8.08,807.0,0.0,403.0,36.0,3.02,20.0,1.0,88.0,17.0,51.0,1.0,8.225245609436437,290.0,460.0,403.0,21.81081081081081,260.8283118379649,Unsafe
Gujarat,Chhota Udepur,Panwad,74.0309,22.2102,2023,8.21,970.0,0.0,281.0,121.0,0.69,54.0,3.0,104.0,27.0,41.0,8.0,8.225245609436437,370.0,459.0,281.0,7.950819672131147,70.87116326537948,Poor
Gujarat,Chhota Udepur,Vagudan,74.109,22.0712,2023,8.37,895.0,72.0,268.0,85.0,0.8,6.0,10.0,96.0,29.0,45.0,8.0,8.225245609436437,360.0,441.0,340.0,10.406976744186046,81.11867881044188,Very Poor
Gujarat,Chhota Udepur,Sengpur,73.9776,22.0866,2023,8.15,1138.0,0.0,378.0,135.0,0.78,46.0,16.0,132.0,32.0,42.0,1.0,8.225245609436437,460.0,575.0,378.0,8.367647058823529,79.74869009416278,Very Poor
Gujarat,Dahod,Dahod Urban-1,74.2494,22.8575,2023,7.93,560.0,0.0,195.0,35.0,1.1,27.0,68.0,64.0,17.0,35.0,0.0,8.225245609436437,230.0,325.0,195.0,15.555555555555555,103.23513232019415,Unsafe
Gujarat,Dahod,Dahod Urban-2,74.2667,22.8447,2023,7.8,2070.0,0.0,439.0,347.0,3.3,119.0,97.0,72.0,88.0,238.0,4.0,8.225245609436437,540.0,1002.0,439.0,5.948275862068965,294.29693339130915,Unsafe
Gujarat,Dahod,Dahod Urban-3,74.2339,22.8397,2023,7.71,1263.0,0.0,403.0,142.0,0.8,101.0,51.0,68.0,39.0,161.0,3.0,8.225245609436437,330.0,697.0,403.0,8.832167832167832,79.8733170545895,Very Poor
Gujarat,Dahod,Dahod2,74.2333,22.825,2023,8.0,1702.0,0.0,427.0,277.0,2.4,101.0,74.0,56.0,54.0,238.0,2.0,8.225245609436437,360.0,879.0,427.0,6.122302158273381,216.4323575669806,Unsafe
Gujarat,Dahod,Varamkheda,74.275,22.8,2023,7.92,535.0,0.0,232.0,43.0,0.6,16.0,18.0,44.0,27.0,33.0,1.0,8.225245609436437,220.0,309.0,232.0,12.159090909090908,60.55251188563912,Poor
Gujarat,Dahod,Badpa,73.8417,22.67,2023,7.95,862.0,0.0,427.0,57.0,1.5,37.0,3.0,48.0,17.0,124.0,3.0,8.225245609436437,190.0,524.0,427.0,14.862068965517242,134.20002192060429,Unsafe
Gujarat,Dahod,Khandania,73.8375,22.7042,2023,7.96,593.0,0.0,329.0,14.0,1.5,13.0,14.0,72.0,15.0,39.0,1.0,8.225245609436437,240.0,370.0,329.0,39.53333333333333,134.41212754437726,Unsafe
Gujarat,Dahod,Kanjetha,74.1139,22.5806,2023,7.93,797.0,0.0,464.0,21.0,0.5,14.0,4.0,92.0,19.0,59.0,3.0,8.225245609436437,310.0,503.0,464.0,36.22727272727273,52.54130015536078,Poor
Gujarat,Dahod,Tokarba,74.0375,22.6042,2023,7.5,693.0,0.0,281.0,57.0,0.9,31.0,33.0,80.0,27.0,33.0,1.0,8.225245609436437,310.0,402.0,281.0,11.948275862068966,84.10416257901299,Very Poor
Gujarat,Dahod,Sukhsar,74.05,23.15,2023,7.73,748.0,0.0,342.0,57.0,0.5,34.0,22.0,60.0,22.0,78.0,1.0,8.225245609436437,240.0,455.0,342.0,12.89655172413793,51.50232550061031,Poor
Gujarat,Dahod,Panchwada,74.3083,22.7292,2023,7.69,1237.0,0.0,488.0,142.0,0.8,66.0,16.0,60.0,61.0,119.0,3.0,8.225245609436437,400.0,712.0,488.0,8.65034965034965,80.36943794612323,Very Poor
Gujarat,Dahod,Dadhela,74.0667,22.8375,2023,7.87,833.0,0.0,354.0,64.0,1.1,49.0,19.0,68.0,41.0,52.0,5.0,8.225245609436437,340.0,486.0,354.0,12.815384615384616,103.87266925880809,Unsafe
Gujarat,Dahod,Limbdi,74.1583,23.0042,2023,7.61,618.0,0.0,329.0,43.0,0.8,6.0,1.0,52.0,19.0,59.0,5.0,8.225245609436437,210.0,379.0,329.0,14.045454545454545,73.97327243478023,Poor
Gujarat,Dahod,Mirakhedi,74.2,22.9333,2023,7.79,1010.0,0.0,305.0,128.0,0.9,77.0,43.0,116.0,34.0,58.0,1.0,8.225245609436437,430.0,553.0,305.0,7.829457364341085,88.19807398144054,Very Poor
Gujarat,Dang,Ahwa1,73.6849,20.7562,2023,7.85,910.0,0.0,317.0,113.0,0.02,56.0,16.0,88.0,34.0,59.0,10.0,8.225245609436437,360.0,502.0,317.0,7.982456140350878,14.287256702254705,Excellent
Gujarat,Dang,Chikhli,73.6764,20.6596,2023,7.72,410.0,0.0,207.0,21.0,0.16,16.0,11.0,52.0,10.0,24.0,0.0,8.225245609436437,170.0,255.0,207.0,18.636363636363637,21.00220146352974,Excellent
Gujarat,Dang,Chinchpada,73.7764,20.6425,2023,7.88,625.0,0.0,220.0,50.0,0.0,36.0,36.0,72.0,24.0,20.0,1.0,8.225245609436437,280.0,342.0,220.0,12.254901960784315,11.831736004053512,Excellent
Gujarat,Dang,Dhumkal,73.7673,20.6365,2023,8.05,390.0,0.0,171.0,43.0,0.2,7.0,2.0,40.0,15.0,25.0,0.0,8.225245609436437,160.0,223.0,171.0,8.863636363636363,26.26242742543102,Good
Gujarat,Dang,Ghubita,73.7321,20.7995,2023,7.93,460.0,0.0,244.0,28.0,0.17,9.0,2.0,56.0,17.0,16.0,1.0,8.225245609436437,210.0,283.0,244.0,15.862068965517242,23.67239303523707,Excellent
Gujarat,Dang,Jakana,73.742,20.628,2023,7.95,546.0,0.0,220.0,43.0,0.18,33.0,26.0,72.0,17.0,16.0,1.0,8.225245609436437,250.0,322.0,220.0,12.409090909090908,25.969143395489628,Good
Gujarat,Dang,Malegaon,73.7447,20.5938,2023,7.94,436.0,0.0,171.0,50.0,0.12,17.0,9.0,56.0,15.0,14.0,0.0,8.225245609436437,200.0,247.0,171.0,8.549019607843137,19.577659310686837,Excellent
Gujarat,Dang,Nadak Khadi,73.6131,20.8031,2023,8.05,440.0,0.0,195.0,28.0,0.13,16.0,6.0,28.0,5.0,61.0,1.0,8.225245609436437,90.0,245.0,195.0,15.172413793103448,19.554656331640786,Excellent
Gujarat,Dang,Umberpada,73.722,20.6799,2023,8.01,457.0,0.0,232.0,21.0,0.05,18.0,7.0,56.0,17.0,17.0,1.0,8.225245609436437,210.0,278.0,232.0,20.772727272727273,14.482533171384386,Excellent
Gujarat,Dang,Bardipada,73.6155,20.9749,2023,8.15,635.0,0.0,305.0,50.0,0.18,28.0,2.0,64.0,29.0,30.0,1.0,8.225245609436437,280.0,385.0,305.0,12.450980392156863,27.561964936615922,Good
Gujarat,Dang,Aherdi,73.6271,20.6817,2023,8.02,368.0,0.0,195.0,14.0,0.11,9.0,1.0,40.0,15.0,15.0,0.0,8.225245609436437,160.0,219.0,195.0,24.533333333333335,18.59265330348298,Excellent
Gujarat,Dang,Chinchnogaotha,73.5497,20.8052,2023,7.79,666.0,0.0,244.0,64.0,0.12,39.0,24.0,84.0,22.0,19.0,0.0,8.225245609436437,300.0,371.0,244.0,10.246153846153845,20.776985162266374,Excellent
Gujarat,Dang,Jamalpada,73.5247,20.7193,2023,7.32,736.0,0.0,305.0,71.0,0.06,46.0,8.0,84.0,34.0,21.0,1.0,8.225245609436437,350.0,430.0,305.0,10.222222222222221,13.516281139536027,Excellent
Gujarat,Dang,Nana Pada,73.603,20.6901,2023,8.03,399.0,0.0,220.0,14.0,0.03,8.0,2.0,56.0,10.0,17.0,0.0,8.225245609436437,180.0,244.0,220.0,26.6,11.981800208664982,Excellent
Gujarat,Dang,Sakarpatal,73.5812,20.696,2023,7.56,348.0,0.0,110.0,28.0,0.11,27.0,25.0,52.0,7.0,10.0,0.0,8.225245609436437,160.0,190.0,110.0,12.0,15.900928151925358,Excellent
Gujarat,Dang,Sodmal,73.6194,20.8591,2023,8.01,460.0,0.0,244.0,28.0,0.18,11.0,2.0,60.0,12.0,20.0,0.0,8.225245609436437,200.0,285.0,244.0,15.862068965517242,24.606803712368134,Excellent
Gujarat,Dang,Vazat Amba,73.4956,20.8833,2023,7.87,436.0,0.0,220.0,21.0,0.14,14.0,6.0,52.0,17.0,15.0,0.0,8.225245609436437,200.0,261.0,220.0,19.818181818181817,20.835389737563656,Excellent
Gujarat,Dang,Waghai,73.5007,20.7576,2023,7.93,593.0,0.0,317.0,14.0,0.08,25.0,23.0,76.0,22.0,20.0,1.0,8.225245609436437,280.0,379.0,317.0,39.53333333333333,18.218078988441974,Excellent
Gujarat,Devbhoomi Dwarka,Fotdi,69.8512,22.0224,2023,7.91,788.0,0.0,317.0,64.0,0.52,32.0,42.0,56.0,22.0,93.0,1.0,8.225245609436437,230.0,455.0,317.0,12.123076923076923,55.04903100148414,Poor
Gujarat,Devbhoomi Dwarka,Jampar,69.7612,22.0364,2023,7.9,955.0,0.0,171.0,206.0,0.31,48.0,25.0,48.0,41.0,105.0,1.0,8.225245609436437,290.0,450.0,171.0,4.613526570048309,38.71957809424902,Good
Gujarat,Devbhoomi Dwarka,Mota Gunda,69.719,22.0115,2023,7.91,1011.0,0.0,293.0,121.0,0.44,69.0,68.0,80.0,39.0,74.0,1.0,8.225245609436437,360.0,551.0,293.0,8.28688524590164,51.82430695553951,Poor
Gujarat,Devbhoomi Dwarka,Nawagam,69.7656,21.9763,2023,8.04,2416.0,0.0,439.0,411.0,0.6,154.0,115.0,104.0,131.0,186.0,1.0,8.225245609436437,801.0,1119.0,439.0,5.864077669902913,79.01977645775014,Very Poor
Gujarat,Devbhoomi Dwarka,Drasan Vel,69.0395,22.2904,2023,7.6,2148.0,0.0,476.0,404.0,1.08,43.0,70.0,108.0,63.0,248.0,26.0,8.225245609436437,530.0,993.0,476.0,5.303703703703704,107.07375127420998,Unsafe
Gujarat,Devbhoomi Dwarka,Asota Mota,69.3733,22.2699,2023,7.46,1831.0,0.0,305.0,440.0,0.49,86.0,13.0,168.0,71.0,124.0,4.0,8.225245609436437,711.0,844.0,305.0,4.1519274376417235,56.59772325177192,Poor
Gujarat,Devbhoomi Dwarka,Bhogat,69.2443,21.9905,2023,7.59,3506.0,0.0,512.0,780.0,1.56,252.0,45.0,188.0,71.0,445.0,24.0,8.225245609436437,761.0,1589.0,512.0,4.489116517285531,149.8150917970224,Unsafe
Gujarat,Devbhoomi Dwarka,Gandhvi,69.3592,21.8557,2023,7.64,3489.0,0.0,342.0,879.0,0.36,192.0,39.0,176.0,73.0,440.0,3.0,8.225245609436437,741.0,1452.0,342.0,3.9647727272727273,50.534612095142606,Poor
Gujarat,Devbhoomi Dwarka,Gojines,69.2042,22.0246,2023,7.48,6007.0,0.0,403.0,1702.0,1.64,386.0,44.0,269.0,146.0,817.0,6.0,8.225245609436437,1271.0,2535.0,403.0,3.52730475631239,167.6325474856588,Unsafe
Gujarat,Devbhoomi Dwarka,Gurgadh,69.1909,22.1947,2023,7.43,3560.0,0.0,329.0,744.0,0.74,319.0,192.0,285.0,78.0,331.0,8.0,8.225245609436437,1031.0,1584.0,329.0,4.778523489932886,89.25654042554721,Very Poor
Gujarat,Devbhoomi Dwarka,Khakharda,69.3721,22.1048,2023,7.73,4634.0,0.0,366.0,1227.0,0.1,355.0,49.0,196.0,168.0,560.0,5.0,8.225245609436437,1181.0,1997.0,366.0,3.773615635179153,41.457042563105595,Good
Gujarat,Devbhoomi Dwarka,Nagadiya,69.5622,21.9408,2023,7.59,1540.0,0.0,354.0,262.0,0.26,75.0,49.0,148.0,58.0,83.0,1.0,8.225245609436437,610.0,740.0,354.0,5.855513307984791,37.90647172900863,Good
Gujarat,Devbhoomi Dwarka,Navadra,69.2865,21.9399,2023,7.76,1461.0,0.0,244.0,269.0,1.57,65.0,79.0,104.0,29.0,140.0,3.0,8.225245609436437,380.0,657.0,244.0,5.411111111111111,144.34246697834652,Unsafe
Gujarat,Devbhoomi Dwarka,Bajana,69.756,22.1356,2023,8.07,690.0,0.0,305.0,64.0,0.35,27.0,17.0,64.0,22.0,56.0,0.0,8.225245609436437,250.0,413.0,305.0,10.615384615384615,41.06046121909704,Good
Gujarat,Devbhoomi Dwarka,Beh,69.4642,22.2619,2023,8.06,1170.0,0.0,244.0,234.0,0.37,42.0,26.0,80.0,46.0,102.0,0.0,8.225245609436437,390.0,546.0,244.0,4.9787234042553195,46.116908571914564,Good
Gujarat,Devbhoomi Dwarka,Danta,69.6799,22.2723,2023,7.86,1391.0,0.0,281.0,262.0,0.44,142.0,25.0,128.0,54.0,96.0,1.0,8.225245609436437,540.0,710.0,281.0,5.2889733840304185,52.68158986669159,Poor
Gujarat,Devbhoomi Dwarka,Gorinja,69.0664,22.1593,2023,7.74,3301.0,0.0,512.0,773.0,0.78,163.0,24.0,124.0,75.0,463.0,7.0,8.225245609436437,620.0,1472.0,512.0,4.264857881136951,84.51632689730017,Very Poor
Gujarat,Devbhoomi Dwarka,Korada,69.0479,22.2238,2023,7.69,3115.0,0.0,451.0,624.0,1.52,222.0,42.0,140.0,61.0,417.0,7.0,8.225245609436437,600.0,1339.0,451.0,4.984,144.50862737488185,Unsafe
State,District,Location,Longitude,Latitude,Year,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.7374434759813882,79.2510649452782,32.769971819909564,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,8.225245609436437,338.48004456386394,649.2463464185072,349.9640867684645,6.8951817781178395,73.98911911212811,Poor
Gujarat,Devbhoomi Dwarka,Mulvasar,69.0895,22.2657,2023,7.83,3143.0,0.0,671.0,574.0,0.97,196.0,7.0,76.0,73.0,450.0,65.0,8.225245609436437,490.0,1448.0,671.0,5.466086956521739,98.97504926146729,Very Poor
Gujarat,Devbhumi Dwarka,Ambardi,69.8583,21.9166,2023,7.6,1915.0,0.0,488.0,269.0,0.7,125.0,111.0,128.0,75.0,176.0,4.0,8.225245609436437,631.0,993.0,488.0,7.092592592592593,78.79572799764263,Very Poor
Gujarat,Devbhumi Dwarka,Mota Kalawad,69.8343,21.9061,2023,8.18,1724.0,0.0,293.0,376.0,0.74,71.0,69.0,164.0,61.0,102.0,1.0,8.225245609436437,661.0,809.0,293.0,4.572944297082228,82.85473341310995,Very Poor
Gujarat,Devbhumi Dwarka,Bhatia,69.2688,22.0909,2023,7.78,1614.0,0.0,342.0,199.0,2.65,255.0,5.0,128.0,29.0,163.0,23.0,8.225245609436437,440.0,801.0,342.0,8.07,231.60248481429187,Unsafe
Gujarat,Devbhumi Dwarka,Juvanpur,69.3649,22.1677,2023,7.81,1951.0,0.0,439.0,326.0,0.44,112.0,85.0,84.0,97.0,192.0,2.0,8.225245609436437,610.0,962.0,439.0,5.966360856269113,58.9723408090979,Poor
Gujarat,Devbhumi Dwarka,Kalyanpur,69.0542,22.3076,2023,7.76,4535.0,0.0,549.0,978.0,4.4,327.0,70.0,112.0,131.0,667.0,2.0,8.225245609436437,821.0,1924.0,549.0,4.632277834525025,391.9496506478558,Unsafe
Gujarat,Devbhumi Dwarka,Kalyanpur2,69.3893,22.0169,2023,7.97,1100.0,0.0,305.0,156.0,0.56,63.0,41.0,64.0,34.0,122.0,1.0,8.225245609436437,300.0,565.0,305.0,7.006369426751593,60.37980992560173,Poor
Gujarat,Devbhumi Dwarka,Khirsara,69.5997,21.9782,2023,7.94,1109.0,0.0,342.0,149.0,0.42,59.0,32.0,100.0,39.0,74.0,1.0,8.225245609436437,410.0,582.0,342.0,7.3933333333333335,49.448766576708344,Good
Gujarat,Devbhumi Dwarka,Lambha 1,69.3084,21.9113,2023,7.83,3806.0,0.0,451.0,780.0,0.74,436.0,60.0,176.0,78.0,522.0,2.0,8.225245609436437,761.0,1727.0,451.0,4.873239436619718,85.32837532386797,Very Poor
Gujarat,Devbhumi Dwarka,Pindara1,69.2589,22.2476,2023,8.25,1014.0,0.0,244.0,170.0,0.85,89.0,2.0,88.0,24.0,90.0,5.0,8.225245609436437,320.0,505.0,244.0,5.9298245614035086,83.84815172172571,Very Poor
Gujarat,Devbhumi Dwarka,Raval,69.492,21.9298,2023,8.07,1598.0,0.0,403.0,298.0,0.62,75.0,22.0,108.0,51.0,168.0,1.0,8.225245609436437,480.0,798.0,403.0,5.344481605351171,68.44848059068244,Poor
Gujarat,Devbhumi Dwarka,Vamansa,69.1887,22.084,2023,8.09,2761.0,0.0,403.0,631.0,5.8,133.0,14.0,104.0,49.0,399.0,4.0,8.225245609436437,460.0,1181.0,403.0,4.368670886075949,496.5916368103244,Unsafe
Gujarat,Devbhumi Dwarka,Bhadthar,69.5761,22.0754,2023,7.91,1135.0,0.0,366.0,142.0,0.53,74.0,31.0,72.0,41.0,106.0,2.0,8.225245609436437,350.0,613.0,366.0,7.937062937062937,58.08064889780088,Poor
Gujarat,Devbhumi Dwarka,Hanzdapur,69.4368,22.1889,2023,7.75,4029.0,0.0,427.0,936.0,0.61,282.0,25.0,180.0,107.0,541.0,1.0,8.225245609436437,891.0,1670.0,427.0,4.299893276414087,75.5998285281692,Very Poor
Gujarat,Devbhumi Dwarka,Kuvadia,69.5919,22.2075,2023,7.98,660.0,0.0,281.0,57.0,0.43,23.0,12.0,64.0,27.0,41.0,0.0,8.225245609436437,270.0,373.0,281.0,11.379310344827585,47.264037811245636,Good
Gujarat,Devbhumi Dwarka,Salaya,69.5984,22.3099,2023,8.39,1074.0,24.0,354.0,99.0,0.57,60.0,36.0,56.0,24.0,124.0,25.0,8.225245609436437,240.0,573.0,378.0,10.74,62.57543203354931,Poor
Gujarat,Devbhumi Dwarka,Vadtara,69.5077,22.2102,2023,8.16,2117.0,0.0,342.0,510.0,0.64,68.0,24.0,196.0,56.0,151.0,1.0,8.225245609436437,721.0,944.0,342.0,4.142857142857143,73.28252101323503,Poor
Gujarat,Devbhumi Dwarka,Vinjhalpur,69.5996,22.1483,2023,8.4,1327.0,30.0,439.0,191.0,0.66,37.0,3.0,92.0,39.0,134.0,14.0,8.225245609436437,390.0,700.0,469.0,6.911458333333333,71.28351893976145,Poor
Gujarat,Devbhumi Dwarka,Mewasha,69.8159,21.9256,2023,8.26,1569.0,0.0,342.0,319.0,0.76,33.0,48.0,88.0,61.0,147.0,1.0,8.225245609436437,470.0,742.0,342.0,4.903125,82.6474016896833,Very Poor
Gujarat,Devbhumi Dwarka,Amaliya Chokri,69.0955,22.2081,2023,8.08,2472.0,0.0,451.0,496.0,1.48,124.0,4.0,100.0,92.0,256.0,5.0,8.225245609436437,631.0,1075.0,451.0,4.9738430583501,143.58792366359177,Unsafe
Gujarat,Devbhumi Dwarka,Aramda,69.035,22.4275,2023,8.07,2973.0,0.0,647.0,454.0,1.26,265.0,47.0,76.0,51.0,471.0,33.0,8.225245609436437,400.0,1413.0,647.0,6.534065934065934,123.7934616107931,Unsafe
Gujarat,Devbhumi Dwarka,Dwarka,68.9604,22.2407,2023,7.66,2599.0,0.0,525.0,440.0,0.5,151.0,67.0,112.0,27.0,373.0,32.0,8.225245609436437,390.0,1183.0,525.0,5.893424036281179,56.754872962312135,Poor
Gujarat,Devbhumi Dwarka,Hambusar,69.0542,22.3837,2023,8.06,680.0,0.0,354.0,57.0,0.46,12.0,1.0,40.0,24.0,72.0,17.0,8.225245609436437,200.0,424.0,354.0,11.724137931034482,49.23489987793937,Good
Gujarat,Devbhumi Dwarka,Mojap,68.9796,22.3615,2023,8.34,5250.0,24.0,451.0,1262.0,3.95,341.0,46.0,116.0,105.0,812.0,145.0,8.225245609436437,721.0,2124.0,475.0,4.156769596199525,355.81790260543755,Unsafe
Gujarat,Devbhumi Dwarka,Samrasar1,69.1063,22.3699,2023,8.19,10670.0,0.0,366.0,3403.0,7.1,343.0,119.0,265.0,348.0,1490.0,28.0,8.225245609436437,2092.0,4231.0,366.0,3.1345475910693303,650.7254121492854,Unsafe
Gujarat,Devbhumi Dwarka,Varwada,68.9615,22.2977,2023,7.64,10550.0,0.0,378.0,3403.0,1.84,286.0,25.0,529.0,238.0,1354.0,17.0,8.225245609436437,2302.0,4092.0,378.0,3.099294947121034,203.3489110969765,Unsafe
Gujarat,Gir Somnath,Jamvala1,70.7636,20.9815,2023,7.94,533.0,0.0,244.0,43.0,0.34,15.0,5.0,48.0,24.0,29.0,0.0,8.225245609436437,220.0,307.0,244.0,12.113636363636363,38.50728111438123,Good
Gujarat,Gir Somnath,Dolasa,70.8472,20.8194,2023,8.0,2065.0,0.0,464.0,391.0,2.8,58.0,30.0,84.0,107.0,174.0,1.0,8.225245609436437,650.0,943.0,464.0,5.267857142857143,253.62006094646702,Unsafe
Gujarat,Gir Somnath,Ghotwad,70.7605,20.9271,2023,7.88,1079.0,0.0,342.0,128.0,1.36,42.0,16.0,52.0,34.0,103.0,13.0,8.225245609436437,270.0,528.0,342.0,8.364341085271318,124.4690573900586,Unsafe
Gujarat,Gir Somnath,Kodinar1,70.6974,20.8136,2023,7.85,2393.0,0.0,342.0,547.0,0.86,88.0,29.0,100.0,95.0,235.0,1.0,8.225245609436437,640.0,1006.0,342.0,4.366788321167883,91.97830297389532,Very Poor
Gujarat,Gir Somnath,Prasli,70.639,20.8994,2023,7.79,854.0,0.0,342.0,85.0,0.98,28.0,14.0,64.0,27.0,81.0,3.0,8.225245609436437,270.0,469.0,342.0,9.930232558139535,91.79547579090857,Very Poor
Gujarat,Gir Somnath,Ajotha,70.5082,20.9002,2023,8.18,1408.0,0.0,134.0,341.0,0.53,78.0,15.0,60.0,56.0,136.0,2.0,8.225245609436437,380.0,568.0,134.0,4.116959064327485,60.38033901472274,Poor
Gujarat,Gir Somnath,Govindpura2,70.4021,20.9551,2023,8.28,679.0,0.0,232.0,71.0,0.65,20.0,26.0,64.0,22.0,39.0,2.0,8.225245609436437,250.0,349.0,232.0,9.430555555555555,67.33250975347106,Poor
Gujarat,Gir Somnath,Moraj,70.4372,20.9859,2023,7.5,820.0,0.0,220.0,142.0,0.81,35.0,18.0,64.0,12.0,99.0,0.0,8.225245609436437,210.0,415.0,220.0,5.734265734265734,74.42811802628316,Poor
Gujarat,Gir Somnath,Ankolvadi_1,70.6651,21.0412,2023,8.27,738.0,0.0,281.0,85.0,0.18,27.0,17.0,88.0,12.0,55.0,2.0,8.225245609436437,270.0,410.0,281.0,8.581395348837209,27.802695934865852,Good
Gujarat,Gir Somnath,Bhim Deval,70.6068,20.9646,2023,8.03,957.0,0.0,329.0,114.0,0.62,58.0,23.0,60.0,54.0,67.0,2.0,8.225245609436437,370.0,524.0,329.0,8.321739130434782,66.72470260447922,Poor
