State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),U (ppb),Total Hardness,Total_Anions,Alkalinity,EC_Cl_Ratio,WQI,WQI_Level
Andaman & Nicobar Islands,North & Middle Andaman,Bakultala,92.8577,12.5043,2023,7.96,395.0,0.0,171.0,14.0,0.18,28.0,8.0,12.0,32.0,18.0,5.0,8.225245609436437,160.0,221.0,171.0,26.333333333333332,25.4147206440585,Good
Andaman & Nicobar Islands,North & Middle Andaman,Baratang (Nilambur),92.767,12.1683,2023,8.19,473.0,0.0,31.0,96.0,0.0,50.0,10.0,26.0,17.0,39.0,5.0,8.225245609436437,135.0,187.0,31.0,4.876288659793815,10.852108450692414,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Basantipur,92.8737,12.7579,2023,8.19,556.0,0.0,220.0,28.0,0.0,51.0,1.0,38.0,33.0,22.0,1.0,8.225245609436437,230.0,300.0,220.0,19.17241379310345,12.617884278374902,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Betapur,92.9434,12.6191,2023,8.07,487.0,0.0,214.0,57.0,0.16,0.0,2.0,18.0,12.0,68.0,8.0,8.225245609436437,95.0,273.0,214.0,8.39655172413793,22.574799270750614,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Dhobidera (Mayabunder),92.8992,12.9099,2023,8.02,567.0,0.0,232.0,39.0,0.13,29.0,11.0,28.0,39.0,31.0,1.0,8.225245609436437,230.0,311.0,232.0,14.175,23.066137577545636,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Durgapur,93.0236,13.2765,2023,8.2,526.0,0.0,232.0,25.0,0.38,28.0,0.0,34.0,18.0,43.0,1.0,8.225245609436437,160.0,285.0,232.0,20.23076923076923,42.41037904677713,Good
Andaman & Nicobar Islands,North & Middle Andaman,Haribay,92.8442,13.0023,2023,8.15,233.0,0.0,92.0,25.0,0.0,12.0,3.0,24.0,2.0,25.0,1.0,8.225245609436437,70.0,132.0,92.0,8.961538461538462,8.616111464476045,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Joypur,92.8809,12.6982,2023,8.13,457.0,0.0,201.0,32.0,0.12,26.0,1.0,14.0,45.0,12.0,0.0,8.225245609436437,220.0,260.0,201.0,13.848484848484848,22.714804253795087,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Kadamtala,92.775,12.3488,2023,8.09,413.0,0.0,214.0,25.0,0.0,8.0,2.0,34.0,23.0,13.0,1.0,8.225245609436437,180.0,249.0,214.0,15.884615384615385,10.762967534746553,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Kausalyanagar,92.8189,12.5284,2023,8.08,276.0,0.0,122.0,21.0,0.0,13.0,4.0,24.0,9.0,23.0,3.0,8.225245609436437,95.0,160.0,122.0,12.545454545454545,8.96574306656078,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Keralapuram,93.0135,13.2588,2023,8.18,271.0,0.0,98.0,28.0,0.0,15.0,2.0,8.0,21.0,15.0,2.0,8.225245609436437,105.0,143.0,98.0,9.344827586206897,10.36251582655651,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Kishorinagar (Parangara),92.8839,13.163,2023,8.25,72.0,0.0,31.0,7.0,0.03,1.0,1.0,6.0,4.0,3.0,1.0,8.225245609436437,30.0,40.0,31.0,9.0,11.221865563209802,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Laxmipur,92.964,13.2873,2023,8.12,1081.0,0.0,98.0,163.0,0.69,186.0,0.0,12.0,55.0,113.0,5.0,8.225245609436437,255.0,447.0,98.0,6.591463414634147,71.28197587296113,Poor
Andaman & Nicobar Islands,North & Middle Andaman,Long Island,92.9248,12.3653,2023,8.14,315.0,0.0,128.0,28.0,0.0,12.0,2.0,32.0,12.0,11.0,4.0,8.225245609436437,130.0,170.0,128.0,10.862068965517242,9.744423781579748,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Long Island,92.9237,12.3644,2023,8.15,353.0,0.0,159.0,14.0,0.0,30.0,0.0,12.0,33.0,9.0,0.0,8.225245609436437,165.0,203.0,159.0,23.533333333333335,11.521891676279393,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Long Island (Forest Area),92.9231,12.3667,2023,8.17,628.0,0.0,342.0,28.0,0.0,10.0,3.0,14.0,69.0,7.0,3.0,8.225245609436437,320.0,383.0,342.0,21.655172413793103,15.862353877611156,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Long Island (Sec. School),92.9176,12.3671,2023,8.13,342.0,0.0,177.0,18.0,0.03,7.0,0.0,24.0,19.0,12.0,0.0,8.225245609436437,140.0,202.0,177.0,18.0,12.70570402871959,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Milangram,92.9431,13.3148,2023,8.16,247.0,0.0,79.0,39.0,0.02,11.0,1.0,14.0,11.0,20.0,2.0,8.225245609436437,80.0,130.0,79.0,6.175,10.931414501857263,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Mohanpur,92.8357,12.9546,2023,7.91,416.0,0.0,201.0,21.0,0.11,2.0,20.0,34.0,26.0,13.0,3.0,8.225245609436437,190.0,244.0,201.0,18.90909090909091,19.655699776361924,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Nabagram,92.9491,13.1555,2023,8.21,298.0,0.0,116.0,35.0,0.0,0.0,2.0,24.0,9.0,25.0,1.0,8.225245609436437,95.0,153.0,116.0,8.277777777777779,9.71585889838782,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Nimbutala,92.9542,12.4946,2023,8.01,427.0,0.0,195.0,35.0,0.42,13.0,11.0,16.0,39.0,11.0,3.0,8.225245609436437,200.0,254.0,195.0,11.86111111111111,46.47850349352145,Good
Andaman & Nicobar Islands,North & Middle Andaman,Padmanavapuram,92.9493,12.6063,2023,7.91,294.0,0.0,98.0,21.0,0.27,25.0,26.0,26.0,1.0,37.0,1.0,8.225245609436437,70.0,170.0,98.0,13.363636363636363,30.28424759023084,Good
Andaman & Nicobar Islands,North & Middle Andaman,Pahalgaon,92.8532,12.8393,2023,8.03,405.0,0.0,183.0,35.0,0.11,11.0,6.0,12.0,39.0,12.0,1.0,8.225245609436437,190.0,235.0,183.0,11.25,20.72465924240954,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Parnashala,92.9043,12.5244,2023,8.08,703.0,0.0,232.0,103.0,0.0,8.0,3.0,22.0,43.0,60.0,6.0,8.225245609436437,230.0,346.0,232.0,6.759615384615385,12.83147547228122,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Phooltala Basti,92.7629,12.4118,2023,8.22,541.0,0.0,201.0,28.0,0.16,37.0,13.0,14.0,40.0,41.0,4.0,8.225245609436437,200.0,279.0,201.0,18.655172413793103,26.690042595447473,Good
Andaman & Nicobar Islands,North & Middle Andaman,Porlobjig-15,92.7813,12.496,2023,8.21,290.0,0.0,134.0,18.0,0.0,12.0,3.0,16.0,18.0,13.0,1.0,8.225245609436437,115.0,167.0,134.0,15.263157894736842,10.517287091638913,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Rangat,92.9108,12.5057,2023,8.02,558.0,0.0,268.0,28.0,0.46,14.0,9.0,24.0,40.0,30.0,5.0,8.225245609436437,225.0,319.0,268.0,19.24137931034483,50.24680354466952,Poor
Andaman & Nicobar Islands,North & Middle Andaman,Rest Camp,92.8593,12.8328,2023,7.95,441.0,0.0,171.0,35.0,0.42,32.0,8.0,34.0,21.0,21.0,1.0,8.225245609436437,170.0,246.0,171.0,12.25,44.53576819739565,Good
Andaman & Nicobar Islands,North & Middle Andaman,Shibpur,93.0421,13.2507,2023,7.81,886.0,0.0,275.0,142.0,0.0,7.0,2.0,28.0,35.0,107.0,7.0,8.225245609436437,215.0,426.0,275.0,6.195804195804196,10.663579335218744,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Sitanagar,92.9359,13.2261,2023,8.2,301.0,0.0,92.0,43.0,0.0,16.0,2.0,16.0,15.0,21.0,1.0,8.225245609436437,100.0,153.0,92.0,6.840909090909091,10.080807313096896,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,South Creek (Sundergarh),92.7919,12.1869,2023,8.02,406.0,0.0,140.0,50.0,0.08,31.0,3.0,18.0,32.0,20.0,2.0,8.225245609436437,175.0,224.0,140.0,7.96078431372549,17.468433611114108,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Srinagar,92.8688,13.1399,2023,8.1,513.0,0.0,214.0,74.0,0.0,0.0,2.0,22.0,22.0,50.0,13.0,8.225245609436437,145.0,290.0,214.0,6.84,10.645351993397464,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Subhasgram,92.9662,13.2432,2023,7.96,1023.0,0.0,354.0,163.0,0.0,0.0,42.0,28.0,33.0,138.0,21.0,8.225245609436437,205.0,559.0,354.0,6.237804878048781,13.344289143551212,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Swadeshnagar,92.8924,12.6508,2023,8.23,385.0,0.0,177.0,28.0,0.1,20.0,1.0,20.0,29.0,13.0,2.0,8.225245609436437,170.0,226.0,177.0,13.275862068965518,20.142099179354865,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Tikadera,92.814,12.5228,2023,8.16,271.0,0.0,49.0,32.0,0.0,39.0,2.0,10.0,4.0,40.0,1.0,8.225245609436437,40.0,122.0,49.0,8.212121212121213,8.575932853475734,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Tugapur No. 8,92.8224,12.8196,2023,7.96,358.0,0.0,171.0,21.0,0.04,17.0,2.0,44.0,15.0,8.0,1.0,8.225245609436437,170.0,211.0,171.0,16.272727272727273,12.510034126667554,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Uttara,92.7901,12.328,2023,8.18,405.0,0.0,183.0,18.0,0.07,29.0,1.0,24.0,23.0,17.0,1.0,8.225245609436437,155.0,231.0,183.0,21.31578947368421,16.855011133989997,Excellent
Andaman & Nicobar Islands,North & Middle Andaman,Webi (Debipur),92.872,12.8669,2023,8.11,190.0,0.0,37.0,18.0,0.03,12.0,25.0,8.0,4.0,9.0,36.0,8.225245609436437,35.0,92.0,37.0,10.0,11.434231658862691,Excellent
Andaman & Nicobar Islands,South Andaman,6½ No. Forest Camp,92.9671,12.008,2023,8.24,368.0,0.0,128.0,53.0,0.0,0.0,5.0,20.0,10.0,40.0,5.0,8.225245609436437,90.0,186.0,128.0,6.814814814814815,10.157282731474993,Excellent
Andaman & Nicobar Islands,South Andaman,Annikat,92.6482,11.7075,2023,8.24,342.0,0.0,153.0,18.0,0.0,27.0,1.0,22.0,22.0,16.0,1.0,8.225245609436437,145.0,199.0,153.0,18.0,11.239690248685067,Excellent
Andaman & Nicobar Islands,South Andaman,Austinabad (Port Blair),92.7347,11.6351,2023,8.14,278.0,0.0,110.0,28.0,0.05,12.0,0.0,16.0,15.0,20.0,1.0,8.225245609436437,100.0,150.0,110.0,9.586206896551724,13.734262982567735,Excellent
Andaman & Nicobar Islands,South Andaman,Bambooflat,92.715,11.7055,2023,8.18,515.0,0.0,256.0,32.0,0.14,22.0,0.0,30.0,26.0,38.0,2.0,8.225245609436437,180.0,310.0,256.0,15.606060606060606,23.235867139576754,Excellent
Andaman & Nicobar Islands,South Andaman,Beadnabad Tubewell,92.7339,11.5856,2023,8.22,307.0,0.0,116.0,28.0,0.0,5.0,13.0,24.0,13.0,17.0,4.0,8.225245609436437,115.0,162.0,116.0,10.586206896551724,10.623861416262697,Excellent
Andaman & Nicobar Islands,South Andaman,Bharatpur,93.0384,11.8304,2023,7.98,329.0,0.0,146.0,25.0,0.34,17.0,0.0,14.0,27.0,12.0,0.0,8.225245609436437,145.0,188.0,146.0,12.653846153846153,37.86012570208821,Good
Andaman & Nicobar Islands,South Andaman,Bharatpur,93.0447,11.8362,2023,7.63,384.0,0.0,134.0,32.0,0.49,25.0,3.0,18.0,21.0,28.0,4.0,8.225245609436437,130.0,194.0,134.0,11.636363636363637,47.61917208393076,Good
Andaman & Nicobar Islands,South Andaman,Bindraban,92.6674,11.722,2023,8.23,450.0,0.0,146.0,39.0,0.02,44.0,0.0,16.0,33.0,26.0,2.0,8.225245609436437,175.0,229.0,146.0,11.25,13.870161924988414,Excellent
Andaman & Nicobar Islands,South Andaman,Brichganj,92.7377,11.615,2023,8.16,292.0,0.0,159.0,14.0,0.13,7.0,0.0,24.0,18.0,9.0,0.0,8.225245609436437,135.0,180.0,159.0,19.466666666666665,20.979918929699544,Excellent
Andaman & Nicobar Islands,South Andaman,Brookshabad (Port Blair),92.7404,11.638,2023,8.07,526.0,0.0,293.0,21.0,0.09,17.0,0.0,38.0,34.0,20.0,2.0,8.225245609436437,235.0,331.0,293.0,23.90909090909091,19.38251005293287,Excellent
Andaman & Nicobar Islands,South Andaman,Burmanala,92.7294,11.558,2023,8.27,376.0,0.0,189.0,25.0,0.09,15.0,0.0,30.0,19.0,19.0,0.0,8.225245609436437,155.0,229.0,189.0,14.461538461538462,18.754601709807133,Excellent
Andaman & Nicobar Islands,South Andaman,Calicut,92.7264,11.6074,2023,8.17,394.0,0.0,201.0,21.0,0.08,16.0,0.0,32.0,19.0,19.0,0.0,8.225245609436437,160.0,238.0,201.0,17.90909090909091,17.350141765219544,Excellent
Andaman & Nicobar Islands,South Andaman,Calicut Borewell,92.7195,11.6001,2023,8.05,330.0,0.0,104.0,35.0,0.0,21.0,14.0,22.0,19.0,11.0,4.0,8.225245609436437,135.0,174.0,104.0,9.166666666666666,10.1393895890306,Excellent
Andaman & Nicobar Islands,South Andaman,Chidiyatapu,92.7019,11.5033,2023,8.22,594.0,0.0,268.0,39.0,0.07,23.0,0.0,36.0,33.0,29.0,1.0,8.225245609436437,225.0,330.0,268.0,14.85,18.587320367834938,Excellent
Andaman & Nicobar Islands,South Andaman,Chouldari 1,92.667,11.6312,2023,8.24,622.0,0.0,256.0,46.0,0.1,53.0,1.0,26.0,17.0,88.0,1.0,8.225245609436437,135.0,356.0,256.0,13.23404255319149,19.61045696673938,Excellent
Andaman & Nicobar Islands,South Andaman,Corbyn'S Cove (Port Blair),92.746,11.6425,2023,7.7,713.0,0.0,281.0,78.0,0.13,30.0,0.0,52.0,24.0,66.0,2.0,8.225245609436437,230.0,389.0,281.0,9.025316455696203,19.80049105747151,Excellent
Andaman & Nicobar Islands,South Andaman,Dandaspoint,92.7074,11.6704,2023,8.27,339.0,0.0,146.0,35.0,0.09,3.0,5.0,28.0,19.0,12.0,1.0,8.225245609436437,150.0,189.0,146.0,9.416666666666666,18.791761865575186,Excellent
Andaman & Nicobar Islands,South Andaman,Dhannikhari,92.6671,11.6126,2023,8.24,355.0,0.0,61.0,78.0,0.0,8.0,2.0,14.0,9.0,45.0,10.0,8.225245609436437,70.0,149.0,61.0,4.493670886075949,9.731624484476502,Excellent
Andaman & Nicobar Islands,South Andaman,Dollyganj Chowk,92.7228,11.6343,2023,8.23,591.0,0.0,287.0,21.0,0.18,29.0,0.0,24.0,30.0,41.0,1.0,8.225245609436437,185.0,337.0,287.0,26.863636363636363,27.242127448549468,Good
Andaman & Nicobar Islands,South Andaman,Dolphin Yatri Niwas,93.0112,12.0189,2023,8.08,259.0,0.0,104.0,21.0,0.0,9.0,3.0,22.0,6.0,18.0,1.0,8.225245609436437,80.0,137.0,104.0,11.772727272727273,8.528583569608701,Excellent
Andaman & Nicobar Islands,South Andaman,Ferrarganj,92.6531,11.7175,2023,8.09,1004.0,0.0,494.0,89.0,0.52,0.0,3.0,34.0,52.0,104.0,12.0,8.225245609436437,300.0,586.0,494.0,11.155555555555555,57.62170606985126,Poor
Andaman & Nicobar Islands,South Andaman,Garacharma,92.7095,11.6137,2023,8.0,695.0,0.0,299.0,60.0,0.15,29.0,0.0,42.0,35.0,37.0,3.0,8.225245609436437,250.0,388.0,299.0,11.39344262295082,24.238615659935967,Excellent
Andaman & Nicobar Islands,South Andaman,Govindanagar Vill No - 1,92.9972,12.0302,2023,7.92,809.0,0.0,226.0,135.0,0.09,25.0,4.0,30.0,34.0,98.0,3.0,8.225245609436437,215.0,390.0,226.0,5.948529411764706,18.69959261215744,Excellent
Andaman & Nicobar Islands,South Andaman,Govindanagar Vill No - 3,93.0036,12.0232,2023,8.06,413.0,0.0,214.0,25.0,0.57,8.0,2.0,18.0,19.0,38.0,3.0,8.225245609436437,125.0,249.0,214.0,15.884615384615385,56.914850370913385,Poor
Andaman & Nicobar Islands,South Andaman,Gupta Para,92.6587,11.5599,2023,8.2,371.0,0.0,153.0,18.0,0.0,32.0,2.0,24.0,19.0,22.0,2.0,8.225245609436437,140.0,205.0,153.0,19.526315789473685,10.798036908068813,Excellent
Andaman & Nicobar Islands,South Andaman,Haddo – 2,92.7279,11.7685,2023,8.27,617.0,0.0,214.0,82.0,0.07,27.0,1.0,16.0,49.0,34.0,1.0,8.225245609436437,240.0,324.0,214.0,7.433734939759036,20.12687208548796,Excellent
Andaman & Nicobar Islands,South Andaman,Hasmatabad,92.6455,11.5944,2023,8.11,343.0,0.0,183.0,18.0,0.09,5.0,3.0,30.0,21.0,12.0,2.0,8.225245609436437,160.0,209.0,183.0,18.05263157894737,17.967877330860976,Excellent
Andaman & Nicobar Islands,South Andaman,Havelock Island Jetty,92.981,12.0413,2023,7.85,1169.0,0.0,226.0,135.0,0.6,242.0,2.0,26.0,66.0,118.0,7.0,8.225245609436437,335.0,605.0,226.0,8.595588235294118,63.95446485576123,Poor
Andaman & Nicobar Islands,South Andaman,Herbertabad,92.6151,11.7082,2023,8.23,198.0,0.0,92.0,18.0,0.15,4.0,2.0,20.0,7.0,9.0,2.0,8.225245609436437,80.0,116.0,92.0,10.421052631578947,21.813503870843324,Excellent
Andaman & Nicobar Islands,South Andaman,Hope Town (Maremon Temple),92.7272,11.6981,2023,8.29,635.0,0.0,171.0,78.0,0.46,47.0,28.0,24.0,43.0,38.0,8.0,8.225245609436437,235.0,324.0,171.0,8.037974683544304,53.038516238615955,Poor
Andaman & Nicobar Islands,South Andaman,Junglighat (Vip Road),92.7352,11.6576,2023,8.29,461.0,0.0,153.0,60.0,0.11,27.0,0.0,30.0,23.0,28.0,1.0,8.225245609436437,170.0,240.0,153.0,7.557377049180328,20.974170700417208,Excellent
Andaman & Nicobar Islands,South Andaman,Kalapathar,93.0059,11.9749,2023,7.97,852.0,0.0,195.0,174.0,0.0,0.0,7.0,18.0,38.0,106.0,5.0,8.225245609436437,200.0,376.0,195.0,4.868571428571428,11.849087360196254,Excellent
Andaman & Nicobar Islands,South Andaman,Kanyapuram,92.7069,11.7367,2023,8.09,504.0,0.0,189.0,50.0,0.35,17.0,14.0,24.0,34.0,20.0,1.0,8.225245609436437,200.0,270.0,189.0,9.882352941176471,41.063872927574565,Good
Andaman & Nicobar Islands,South Andaman,Kodiaghat,92.7277,11.5452,2023,8.14,278.0,0.0,122.0,18.0,0.07,4.0,0.0,30.0,7.0,12.0,0.0,8.225245609436437,105.0,144.0,122.0,14.631578947368421,14.844745523345452,Excellent
Andaman & Nicobar Islands,South Andaman,Krishnanagar,92.9766,12.0018,2023,8.1,368.0,0.0,171.0,25.0,0.22,20.0,2.0,24.0,22.0,20.0,1.0,8.225245609436437,150.0,218.0,171.0,14.153846153846153,28.607009622306787,Good
Andaman & Nicobar Islands,South Andaman,Lamba Line,92.7495,11.6593,2023,8.16,389.0,0.0,110.0,82.0,0.0,0.0,2.0,8.0,23.0,42.0,5.0,8.225245609436437,115.0,194.0,110.0,4.686746987951807,10.596702266686314,Excellent
Andaman & Nicobar Islands,South Andaman,Laxmanpur,93.0171,11.832,2023,8.12,324.0,0.0,153.0,25.0,0.42,0.0,1.0,18.0,4.0,45.0,2.0,8.225245609436437,60.0,179.0,153.0,12.461538461538462,43.22572125376273,Good
Andaman & Nicobar Islands,South Andaman,Light House,92.7378,11.6681,2023,8.22,812.0,0.0,390.0,50.0,0.38,27.0,2.0,12.0,41.0,99.0,4.0,8.225245609436437,200.0,469.0,390.0,15.92156862745098,45.05522650692177,Good
Andaman & Nicobar Islands,South Andaman,Mamyo,92.633,11.5979,2023,8.24,167.0,0.0,61.0,11.0,0.0,11.0,3.0,18.0,1.0,12.0,3.0,8.225245609436437,50.0,86.0,61.0,13.916666666666666,8.844397129478901,Excellent
Andaman & Nicobar Islands,South Andaman,Manglutan,92.6602,11.5714,2023,8.09,129.0,0.0,24.0,14.0,0.25,17.0,3.0,8.0,6.0,8.0,0.0,8.225245609436437,45.0,58.0,24.0,8.6,28.71259751973752,Good
Andaman & Nicobar Islands,South Andaman,Manjeri,92/6501767,11.5393,2023,8.3,732.0,0.0,336.0,39.0,0.41,33.0,10.0,16.0,62.0,30.0,5.0,8.225245609436437,295.0,418.0,336.0,18.3,50.26938709750837,Poor
Andaman & Nicobar Islands,South Andaman,Mannarghat,92.7061,11.7685,2023,8.13,397.0,0.0,159.0,14.0,0.3,50.0,15.0,18.0,27.0,22.0,1.0,8.225245609436437,155.0,238.0,159.0,26.466666666666665,36.34505510696178,Good
Andaman & Nicobar Islands,South Andaman,Marina Park,92.7463,11.6711,2023,7.84,418.0,0.0,195.0,25.0,0.24,21.0,0.0,22.0,30.0,22.0,1.0,8.225245609436437,180.0,241.0,195.0,16.076923076923077,29.33098998479932,Good
Andaman & Nicobar Islands,South Andaman,Mile Tilak,92.6557,11.7947,2023,8.21,766.0,0.0,305.0,82.0,0.0,28.0,1.0,18.0,30.0,100.0,7.0,8.225245609436437,170.0,416.0,305.0,9.228915662650602,12.48458831787512,Excellent
Andaman & Nicobar Islands,South Andaman,Mithakhari,92.6734,11.6681,2023,8.26,1674.0,0.0,464.0,230.0,0.0,152.0,10.0,20.0,66.0,247.0,6.0,8.225245609436437,320.0,856.0,464.0,7.246753246753247,18.193414415612263,Excellent
Andaman & Nicobar Islands,South Andaman,Mount Harriyat,92.7326,11.7194,2023,8.23,123.0,0.0,43.0,11.0,0.07,5.0,8.0,12.0,2.0,10.0,2.0,8.225245609436437,40.0,67.0,43.0,10.25,14.671297903408,Excellent
State,District,Location,Longitude,Latitude,Year,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.7374434759813882,79.2510649452782,32.769971819909564,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,8.225245609436437,338.48004456386394,649.2463464185072,349.9640867684645,6.8951817781178395,73.98911911212811,Poor
Andaman & Nicobar Islands,South Andaman,Namunagar,92.6802,11.6905,2023,8.19,412.0,0.0,165.0,32.0,0.18,34.0,2.0,16.0,33.0,15.0,2.0,8.225245609436437,175.0,233.0,165.0,12.484848484848484,26.862469469868746,Good
Andaman & Nicobar Islands,South Andaman,Nayasahar,92.6767,11.579,2023,8.22,252.0,0.0,73.0,35.0,0.0,0.0,9.0,28.0,2.0,16.0,2.0,8.225245609436437,80.0,117.0,73.0,7.0,9.329514656259771,Excellent
Andaman & Nicobar Islands,South Andaman,Neil Kendra,93.0293,11.8332,2023,8.12,460.0,0.0,177.0,71.0,0.0,0.0,2.0,16.0,28.0,38.0,6.0,8.225245609436437,155.0,250.0,177.0,6.388888888888889,11.134708821306344,Excellent
Andaman & Nicobar Islands,South Andaman,New Bimliton,92.6963,11.5713,2023,8.17,439.0,0.0,110.0,53.0,0.0,47.0,0.0,14.0,28.0,27.0,5.0,8.225245609436437,150.0,210.0,110.0,8.12962962962963,11.24244655505126,Excellent
Andaman & Nicobar Islands,South Andaman,Ograbraj,92.6612,11.6555,2023,7.7,2532.0,0.0,531.0,606.0,0.28,92.0,1.0,76.0,66.0,394.0,25.0,8.225245609436437,460.0,1230.0,531.0,4.171334431630972,39.50309541691672,Good
Andaman & Nicobar Islands,South Andaman,Pearl Park Resort,93.0144,11.8454,2023,8.03,485.0,0.0,250.0,18.0,0.38,24.0,2.0,18.0,46.0,11.0,0.0,8.225245609436437,235.0,294.0,250.0,25.526315789473685,43.81817134246333,Good
Andaman & Nicobar Islands,South Andaman,Port Blair,92.744,11.6706,2023,8.04,818.0,0.0,323.0,64.0,0.14,66.0,12.0,56.0,39.0,61.0,11.0,8.225245609436437,300.0,465.0,323.0,12.584615384615384,25.057355440801786,Good
Andaman & Nicobar Islands,South Andaman,Port Blair (Dobhi Well),92.7349,11.671,2023,8.04,577.0,0.0,281.0,25.0,0.21,30.0,0.0,30.0,35.0,28.0,0.0,8.225245609436437,220.0,336.0,281.0,22.192307692307693,29.06914639010769,Good
Andaman & Nicobar Islands,South Andaman,Port Mout,92.6599,11.6433,2023,8.03,388.0,0.0,189.0,21.0,0.24,15.0,5.0,26.0,29.0,9.0,2.0,8.225245609436437,185.0,230.0,189.0,17.636363636363637,30.67421585925774,Good
Andaman & Nicobar Islands,South Andaman,Radhanagar,92.9536,11.9918,2023,8.03,509.0,0.0,195.0,50.0,0.3,28.0,0.0,20.0,36.0,24.0,4.0,8.225245609436437,200.0,273.0,195.0,9.980392156862745,36.15157720544637,Good
Andaman & Nicobar Islands,South Andaman,Ramnagar,93.0453,11.8172,2023,8.22,380.0,0.0,134.0,53.0,0.0,12.0,0.0,30.0,18.0,16.0,3.0,8.225245609436437,150.0,199.0,134.0,7.037037037037037,10.81927575760843,Excellent
Andaman & Nicobar Islands,South Andaman,Rangachang,92.737,11.5793,2023,7.99,418.0,0.0,214.0,21.0,0.0,6.0,2.0,28.0,19.0,31.0,2.0,8.225245609436437,150.0,243.0,214.0,19.0,9.629124996556191,Excellent
Andaman & Nicobar Islands,South Andaman,Ross Island,92.7638,11.6758,2023,8.08,768.0,0.0,238.0,103.0,0.37,32.0,16.0,42.0,21.0,100.0,3.0,8.225245609436437,190.0,389.0,238.0,7.384615384615385,42.2360357964666,Good
Andaman & Nicobar Islands,South Andaman,Saitankhari,92.6661,11.7172,2023,8.2,491.0,0.0,232.0,39.0,0.16,21.0,0.0,38.0,29.0,19.0,2.0,8.225245609436437,215.0,292.0,232.0,12.275,25.389632811910428,Good
Andaman & Nicobar Islands,South Andaman,Shadipur (Port Blair),92.7435,11.6565,2023,7.96,592.0,0.0,262.0,46.0,0.18,31.0,10.0,36.0,29.0,44.0,4.0,8.225245609436437,210.0,349.0,262.0,12.595744680851064,26.030866307072927,Good
Andaman & Nicobar Islands,South Andaman,Shoal  Bay – 8 No.,92.7172,11.8133,2023,8.01,144.0,0.0,43.0,21.0,0.17,7.0,0.0,6.0,6.0,13.0,1.0,8.225245609436437,40.0,71.0,43.0,6.545454545454546,21.478622559536,Excellent
Andaman & Nicobar Islands,South Andaman,Shoal  Bay– 12 No.,92.7303,11.8472,2023,7.98,340.0,0.0,116.0,46.0,0.07,0.0,2.0,18.0,5.0,46.0,1.0,8.225245609436437,65.0,164.0,116.0,7.23404255319149,13.556460349459957,Excellent
Andaman & Nicobar Islands,South Andaman,Shoal  Bay– 15 No.,92.7364,11.8656,2023,8.13,202.0,0.0,79.0,21.0,0.0,6.0,1.0,20.0,10.0,7.0,1.0,8.225245609436437,90.0,107.0,79.0,9.181818181818182,9.029171053782148,Excellent
Andaman & Nicobar Islands,South Andaman,Sippighat,92.6857,11.6032,2023,7.89,624.0,0.0,281.0,64.0,0.1,6.0,1.0,56.0,27.0,39.0,2.0,8.225245609436437,250.0,352.0,281.0,9.6,18.81785894390601,Excellent
Andaman & Nicobar Islands,South Andaman,Sitanagar,93.0608,11.8201,2023,7.96,615.0,0.0,116.0,99.0,0.01,49.0,0.0,32.0,22.0,61.0,3.0,8.225245609436437,170.0,264.0,116.0,6.15,10.669494065265905,Excellent
